,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PLEKHS1,100.5209596991971,-0.8225078019743199,0.2086121143390166,-3.9427614478690263,8.054876514880905e-05,0.0005057780488956569
PRELID3B,27.64881512163843,-0.8959310828093039,0.227258107284303,-3.9423503676745923,8.068698959719612e-05,0.0005062416350505645
HS6ST1,4.13331572648506,-1.6551061637495526,0.41982296195253027,-3.9423907545502397,8.067339970930545e-05,0.0005062416350505645
MCM3AP,32.6551154355632,-1.0380645793641075,0.2633442967474474,-3.9418532779528266,8.085443397475141e-05,0.0005070898545612351
DDAH2,4.867710393105952,-1.6160680359095936,0.40999123809420446,-3.94171359227503,8.09015460976061e-05,0.0005071830180592746
ANAPC2,8.670044246855506,-1.485433558156914,0.3768597491482061,-3.941608414043559,8.093703693476039e-05,0.0005072032808789309
CD276,7.353960838058838,-1.2099071159598347,0.3070753225955008,-3.9400988191864625,8.144805159519774e-05,0.0005102022769845793
UBC,1431.9225784878513,-0.7590756203999125,0.19274155076746477,-3.938308150875615,8.20581669251769e-05,0.0005138194179866812
NRF1,9.604000473131947,-1.2650278235348051,0.32129631957004073,-3.9372621050489074,8.2416571048468e-05,0.0005158581793770153
NDEL1,31.25295631185077,1.2819075159352962,0.32565161096475104,3.936438429208482,8.269982571600131e-05,0.0005170754281936866
CLNS1A,33.469579586062,-0.9643655422573045,0.24498376107623734,-3.9364467996603265,8.269694257142608e-05,0.0005170754281936866
SBDS,16.72659032750654,-0.9824455851371814,0.249579095712061,-3.936409747515983,8.270970564823011e-05,0.0005170754281936866
KRT13,10.809222677377353,-2.052501845136735,0.5214863165918316,-3.9358690340157714,8.289617315831145e-05,0.0005180351870302587
CD200R1L,6.371155498174336,-1.9296116582690983,0.4903309334907882,-3.9353251579126605,8.308413205857594e-05,0.0005190034995458838
LMNB1,41.22689706152011,1.307782987860199,0.3323552897859777,3.934894457983064,8.32332639462479e-05,0.00051972859770725
SUMO1,25.132713787429445,-0.9445270623547475,0.24007643257282155,-3.9342764811712514,8.344768329763808e-05,0.0005208606290149915
NEXN,9.335318712936495,1.5454245458619629,0.39309289740368647,3.9314486628205096,8.443552803221852e-05,0.0005266084122374343
GHITM,54.815037060336216,-0.807184389459939,0.20531142257468657,-3.9315123305733652,8.441316581774593e-05,0.0005266084122374343
CRADD,2.384793680832659,-1.7718788842864388,0.45077743689161537,-3.9307177761704786,8.46926408568617e-05,0.0005280025345727346
PLP2,10.874994983337837,-1.1377887489240956,0.2895316581205114,-3.9297559248271052,8.50321305347701e-05,0.0005299089133563973
AL669831.3,5.80500647140101,2.0426410392370715,0.5198267530841227,3.9294650133301516,8.513506204776068e-05,0.0005303401666311177
PIGT,5.941060437627708,-1.8952821735643177,0.4825704897301961,-3.927472180538775,8.584334663676015e-05,0.0005345405699682296
SNX5,31.4294002169808,-0.9852140712222939,0.25092731037033,-3.9262927170751953,8.626516584299807e-05,0.0005369545536617017
IMP3,7.493853416444176,-1.4387676117854302,0.36659754796476823,-3.924651487095333,8.685538927226119e-05,0.0005404144382777058
MEPCE,9.748489374717968,-1.289860634077163,0.32870487609762944,-3.9240690597302197,8.70657590512767e-05,0.0005415090702386169
NONO,84.1691979657797,-0.8550090352142462,0.2179089377954361,-3.923698788421856,8.719974936163083e-05,0.000542127979127292
GIMAP2,11.586170892809616,1.5620318834657365,0.3982781843199708,3.9219619476090193,8.783086543931524e-05,0.0005458358487361081
CLMN,87.54336707171319,-0.8680692358748953,0.22137868101729782,-3.921196168871686,8.811049518632617e-05,0.0005470645071792583
C2orf73,7.3350125509236,-1.3631870474983017,0.3476494557965678,-3.9211539807385476,8.812592491250212e-05,0.0005470645071792583
CACNA1F,3.4349118604294206,-1.7740662268857188,0.45243694251022576,-3.921134770831898,8.813295151593598e-05,0.0005470645071792583
DMKN,7.8374089265155735,-1.3002364309423615,0.331653579986728,-3.9204655381509643,8.837807425786673e-05,0.0005483695586252717
USP32,57.30826723976608,1.0213178123945394,0.26058513733243105,3.9193248811102914,8.879735268566324e-05,0.0005507537579000722
DRD2,3.158022003969082,-1.9072296457104991,0.48672665930830317,-3.9184819841610907,8.910838816955954e-05,0.0005524649791758614
APP,84.03442075359146,-0.812640124061152,0.20740306400215197,-3.918168364439979,8.9224378760134e-05,0.0005529660651342479
ANXA13,5.491696279215217,2.5077107084622416,0.6400561128397803,3.91795447017311,8.930356821399816e-05,0.0005532387718789177
MRPL22,10.800640297469371,-1.256270093135587,0.3206909238405674,-3.9173858682703036,8.951440301388767e-05,0.0005543264901880094
DTYMK,2.917941206399643,-1.7726910652580445,0.45267187552077953,-3.9160618565459577,9.00071637127416e-05,0.0005569392503169761
STK16,8.39186908498715,-1.476070563790716,0.3769266449771566,-3.916068506858072,9.000468225928238e-05,0.0005569392503169761
LRRC73,3.057676917825828,-2.066260072298661,0.5276762350324945,-3.915772466371202,9.011520746211398e-05,0.0005573884370286459
CSF2RB,53.24307349653157,1.5072485312524253,0.3849397426857978,3.9155440816166855,9.020056133499214e-05,0.0005576969822532762
GRAMD4,3.082374238246216,-1.5702345883994622,0.4012068742446216,-3.913777876702251,9.086322588531435e-05,0.0005615733099822317
MRPL9,9.438016316370481,-1.0901634092731445,0.2785942482998486,-3.913086562001851,9.112385111953745e-05,0.0005629627941660068
LYPD6B,7.7517000755278636,-1.310615298848991,0.334999545589246,-3.9122897810016126,9.142511296408988e-05,0.0005646021410582817
INPP5E,8.334483616925432,-1.4456059261188154,0.3695353925363086,-3.9119552695531805,9.155187147293303e-05,0.0005651194636622138
BAG3,21.920077727375226,-1.0320850845389606,0.2638335858793205,-3.9118790774842607,9.15807666101457e-05,0.0005651194636622138
FIBP,15.790125881830635,-1.1352699074591845,0.2902217067860122,-3.911733274645262,9.163608500278643e-05,0.0005652389817570855
LRRC6,34.00972563620894,-1.000435117720754,0.25579687648653826,-3.9110529083157264,9.189463720519285e-05,0.0005666115218734303
MICA,24.179534720928373,1.2156593578839545,0.3108523797862382,3.910728811920047,9.201804216679e-05,0.0005671500105795528
MTO1,46.54072482692558,1.153595705676712,0.2949993882099396,3.9105020273999447,9.210448711658069e-05,0.0005674603647860494
LILRA6,15.849617167243522,1.678318393086007,0.42933049968492354,3.9091524928177455,9.262048644636271e-05,0.0005704159453177286
GPRC5C,4.9914888913704845,-1.5258644571736775,0.390355236814525,-3.9089124809120546,9.271254133346472e-05,0.0005707593137768464
AC138827.1,1.8864491062790618,2.421192098386728,0.619448210583592,3.9086271572335067,9.282208765368918e-05,0.000571210052516225
CDKN1B,17.622246603746767,-1.1120284751781058,0.28458366944837193,-3.9075625011569604,9.32319285786955e-05,0.0005733166445339168
IGLL5,12.534390726866079,-3.5932680277240228,0.9195709398553362,-3.907548479391164,9.323733766286493e-05,0.0005733166445339168
WNT7B,7.778901338976018,-1.2955845222660967,0.33159115592976957,-3.9071745403864124,9.338169904012682e-05,0.0005739798491039539
AC007342.3,6.097094611729488,1.9562438177194175,0.50077079472578,3.906465469478204,9.365601991099157e-05,0.0005754410320674171
LHPP,5.595760217284231,-1.3995812985773792,0.35844895097607277,-3.904548457364028,9.440147646174597e-05,0.0005797946931281375
ACADM,19.945900898909237,-1.002355634654545,0.2567288114573183,-3.9043363655395127,9.448429467435657e-05,0.0005799723312727748
ZDHHC4P1,2.0906789013486904,3.0146070625140577,0.7721277233614967,3.9042854845177883,9.450417304082231e-05,0.0005799723312727748
SQLE,11.155403227634446,-1.3664183341382832,0.35005197528926996,-3.9034727143279957,9.482224470201324e-05,0.0005814704186621507
TMBIM6,196.5318004400826,-0.7813200542557235,0.2001571879807142,-3.9035323294560187,9.479888044615703e-05,0.0005814704186621507
CCRL2,11.195403969451483,1.8962388178589706,0.48595445024744954,3.9020916814187006,9.536502118327434e-05,0.0005845708491480009
MRPL36,2.0225912850205674,-2.072295160997218,0.5312239799858951,-3.900981956899313,9.580329197410237e-05,0.0005870285111881573
GPRIN3,60.43137549223128,1.1223917765181706,0.2877911124606659,3.900022370119489,9.618380052963571e-05,0.00058913046191175
NCBP2,16.317354649083853,-1.014217552745917,0.26007766327905457,-3.8996718901526575,9.632313310846119e-05,0.000589754136240006
KCNK10,2.8993572500820997,2.215411715324364,0.5683008561421852,3.898307896918041,9.686720196358809e-05,0.0005924874537040552
MGAT2,7.034868918960247,-1.3045938524391025,0.33465974910378976,-3.8982693793704546,9.68826078657461e-05,0.0005924874537040552
LTF,10.410317505319872,-1.657505056573379,0.42518976115597046,-3.898271331997959,9.688182681570071e-05,0.0005924874537040552
TIMM8B,3.0014352410078065,-1.8467289643419655,0.47398166739818315,-3.896203358410829,9.771235465987191e-05,0.0005973294526894113
CFAP100,17.183462218977386,-1.508269069587008,0.38714820748084483,-3.895844124918578,9.78573115049665e-05,0.000597983097082234
GAS1,1.0207834462120893,-2.409113806693437,0.6184482363443826,-3.8954170537110606,9.802990618428728e-05,0.000598805056307517
SKP1,99.04643758136964,-0.8134260471719408,0.20888119011352566,-3.894204388292927,9.85215554359679e-05,0.0006015745305319314
NRSN1,14.8393862184563,-2.547805338543092,0.6550181259080077,-3.889671503382048,0.00010038000790109089,0.0006126843417037468
MKRN2,12.468564178707506,-1.085650548228807,0.27917839451623333,-3.888734119665839,0.00010076843593161852,0.0006148164990891882
LAMTOR5,21.341834749572175,-1.1629512032535614,0.2991172895530807,-3.8879437727961443,0.00010109703761815722,0.0006163465011814894
C12orf45,312.48422038831217,0.9930229483848112,0.255410919953941,3.887942412814166,0.00010109760392718063,0.0006163465011814894
LPAR6,15.119246201055013,1.1241441904596756,0.28918933565552785,3.8872256057143013,0.00010139650608261958,0.0006179291725337317
LMCD1,5.96165833073952,-1.4381656414633333,0.3699901854900796,-3.8870372725113653,0.00010147517760855541,0.0006181690110574648
DOCK4,45.337404618512004,1.0990917466249577,0.28280490316672857,3.8863956540986297,0.00010174363051123286,0.0006195643309558924
KLC2,6.370776870630201,-1.4162213307359799,0.3644358423376853,-3.886064887722303,0.00010188228476421607,0.0006201684720664999
SELPLG,16.55538867007636,1.4182773753793025,0.36502675722724015,3.885406610059498,0.00010215875961135212,0.000621610749755917
NAV3,20.016780948462035,1.2325409590154563,0.31725505957629885,3.8850159258659014,0.00010232318061966398,0.0006223703554673023
POLR2C,16.79172256799382,-1.1025629902171732,0.2838072319097632,-3.884900968865142,0.00010237160827381067,0.0006224241287274266
DNAH5,209.28231126860175,-1.1189563775438698,0.28808799513304484,-3.8840784636899337,0.0001027187346534941,0.0006242932605167715
MCTP2,68.55609168612624,1.1342298483730382,0.2920501719347593,3.8836814950631573,0.00010288666670185311,0.0006250722799664747
COA4,4.0823463650610385,-1.4159116623228247,0.3645943471185543,-3.8835260982870254,0.00010295247568874039,0.0006252305041537525
SLCO2B1,12.721529998427924,1.4561623790640645,0.37501475015144997,3.8829469466894095,0.00010319809073268475,0.0006262383560748754
FBXO39,4.9494738393099285,2.2373989518036104,0.5762004582876965,3.8830218192684582,0.00010316630658092988,0.0006262383560748754
CBR3,2.369893028226349,-1.9612439598219231,0.5051170500362656,-3.8827514527199436,0.00010328112343443218,0.0006265004258331703
MAFB,20.532874383219827,1.2757258351337113,0.328573743361864,3.88261649297014,0.00010333848205256713,0.0006266066152381462
TMSB10,29.695720793431565,-1.0372107094327454,0.26715031235557585,-3.8824985839890114,0.00010338861860818835,0.0006266689477164786
WLS,14.493200195752182,-1.3371100198709702,0.3444110633606461,-3.8823085612404697,0.00010346946726651986,0.0006269173155420007
IFT172,58.402614744526055,-1.0193921292363102,0.26261181624864927,-3.881745093568513,0.00010370955584442968,0.0006281299485908966
NANS,15.669575904682215,-1.1901183585178803,0.3066342625938317,-3.8812308463203706,0.00010392913083749645,0.0006292174525059518
RIOK3,51.54400791468644,-0.8728958809278249,0.2249924543688639,-3.8796673576294953,0.00010459941227847199,0.0006330317780040089
MAATS1,38.69501176056482,-1.1206259975695436,0.28887143180908104,-3.8793244127726,0.00010474698033959823,0.0006336809433934217
ZNF91,135.873018821832,-0.7846597676650542,0.20231696785083852,-3.878368561966376,0.00010515931745876875,0.0006359307493862388
ZNF774,11.38049147150722,1.489149856340763,0.38405331098018197,3.87745610769544,0.00010555436272056852,0.0006380742964457896
SUGP1,4.516982335682414,-1.5528785294574827,0.4005483615473084,-3.876881491809757,0.00010580385973805863,0.0006393366974102598
OLFML3,5.24155331005232,1.7744951764542596,0.4577290453092148,3.8767371103914003,0.00010586663727367814,0.0006394702796212222
RCC1,6.118780759509709,-1.3822829101335572,0.35664385586305664,-3.8758074404184417,0.0001062717035545807,0.0006416705049879694
ABCC9,72.12559107485609,1.1786453500043037,0.30414276688165887,3.8753029114873265,0.00010649214349932913,0.0006427546918387532
AC069503.2,0.9976111753412616,-2.0406504878779557,0.5266397625463052,-3.874850767081094,0.00010669006201365435,0.0006437021661706399
U2AF1L5,11.843383610785029,-1.1765439464788843,0.30369964040739517,-3.8740379965567953,0.00010704671150761786,0.0006456062313134927
SLC7A2,35.03848540540736,-1.2331372566796202,0.31842350897540694,-3.8726325849730525,0.00010766607196322736,0.0006488438671819946
GAL3ST4,4.957720758732622,1.8011408166547045,0.46508490252481943,3.8727140074356337,0.00010763009726412503,0.0006488438671819946
PTGS2,103.58729577210376,1.4130115682685658,0.36496784289306056,3.8716056654958315,0.00010812076842631362,0.0006513344222095513
LIN9,2.2021311177629324,-1.7832688692039098,0.4606719144006257,-3.8710171240287092,0.0001083821772502875,0.0006526591240544889
NAA38,6.950230555185129,-1.7061248700941867,0.440852461946777,-3.8700586190673527,0.0001088091872761118,0.0006549796521984325
VBP1,8.61905894515738,-1.210486190475874,0.31289486953914003,-3.8686674289635614,0.0001094317813856158,0.0006584752769713116
MRPS21,14.147508154984873,-1.0874842050628242,0.281124159579873,-3.8683413289274697,0.00010957820517977452,0.0006591041010105566
PCM1,205.34997228132016,-0.7490917668185784,0.1936705675938289,-3.867865810098692,0.00010979205156360629,0.0006598854842257575
TREML4,4.708704295059522,3.0231394202484076,0.7815962769512211,3.8679040694011384,0.00010977483135340853,0.0006598854842257575
FBXL13,16.26316796927727,-1.1997466554055718,0.3101931301019259,-3.8677408974574936,0.00010984829150279563,0.000659971221741863
PFDN2,2.0265983154629357,-1.5748230798372165,0.4072072306723891,-3.8673750395758826,0.00011001316964033255,0.0006607093453991401
TMEM126B,10.696548195504834,-1.1594151091392746,0.29980411470847673,-3.867242149984051,0.0001100731156728748,0.0006608169521667089
CDKN1C,2.6104897805881286,-1.7593738028011285,0.45499408575338945,-3.8668058726256143,0.00011027013559857292,0.0006617470771054818
IQCB1,14.72242371409646,-1.108423861138592,0.28666216875390127,-3.8666555337832906,0.00011033810464957518,0.000661902334759737
VSIG4,4.689157689353964,1.9906768318068604,0.5148701898240918,3.8663664573141943,0.00011046890885467956,0.0006624342692304069
MKS1,6.793431223995559,-1.4189738446391176,0.36704098318122447,-3.8659820283298094,0.00011064308575480925,0.0006632257862458505
MED22,5.5651188983902955,-1.5012626124253239,0.38844750068443173,-3.86477608886696,0.00011119115482372133,0.0006660032484927125
YTHDF1,17.6872409135501,-1.0446373168859022,0.27029599546128874,-3.8647902093522246,0.00011118472262690932,0.0006660032484927125
FAM234A,7.1565911321614735,-1.4376782945978548,0.3720068458128726,-3.864655478197941,0.00011124610998688638,0.0006660786699633719
SAMD12,180.81096239665968,0.848402400538104,0.21955384736073955,3.8642110385983366,0.00011144883612573688,0.0006670384660848729
WBP1,9.171724153650281,-1.244831655281239,0.322271245719286,-3.862682978442167,0.00011214850572710685,0.0006709706832371769
MBD4,14.532953390952189,-1.2021788702284522,0.31127694692197966,-3.8620877071560766,0.00011242218889296515,0.0006723522540753485
DUSP10,20.79512995602303,-1.1365430348682977,0.2943222081098217,-3.8615605739279273,0.00011266507060974748,0.0006735486331547755
PELP1,15.155904605653863,-0.9793479380251889,0.2536845049290247,-3.8604956905002488,0.0001131572366201785,0.0006762338393687064
DEXI,2.5980809703472034,-1.7874981374207342,0.4631455617556368,-3.8594737486955504,0.00011363146230656069,0.0006788098335281359
AL669831.1,68.27850226099086,1.553002730047404,0.4024294007507076,3.859068763739358,0.00011381991115857448,0.0006794193102301695
APPL2,34.90158153558803,-0.9969176492928833,0.2583270837732968,-3.8591294212408656,0.00011379166706556916,0.0006794193102301695
UGCG,38.77292773436234,-0.8879024113712689,0.23020258642156058,-3.85704793839844,0.00011476466127013593,0.0006847987738710995
RMND5B,11.310989026103295,-1.212315330865449,0.3143497290834071,-3.8565814400424787,0.00011498380082742112,0.0006858460927198568
KLHL36,17.401246254142578,-1.100435222701958,0.28540329946144344,-3.855720045207892,0.00011538948220057224,0.0006880048648614323
IP6K2,14.943376217949336,-1.0652998616294205,0.27632319209044215,-3.8552676435524886,0.00011560308496646556,0.0006890171739680583
TF,29.714761628142377,1.047605981559085,0.27179752166263743,3.8543617879614165,0.00011603190874220925,0.0006910491292249076
STING1,13.01195150084057,-1.291630868145204,0.3351084981026505,-3.8543661991811127,0.0001160298168808854,0.0006910491292249076
OXTR,11.654630066682,-1.4399885065760891,0.3737424700790856,-3.852889681687449,0.00011673199182562375,0.0006946923192559736
ENTPD1,68.80253114135695,1.07311604664962,0.2785177180751429,3.852954325728382,0.0001167011659063141,0.0006946923192559736
GDE1,50.07681065350368,-0.8010364833615944,0.20793550174301922,-3.8523315001378142,0.00011699848381663612,0.0006960148168932916
TSC22D3,29.371092908586796,-1.1729506472657822,0.3045562379596992,-3.8513433680547187,0.00011747165396999566,0.0006985653613351898
CASP10,33.76982227509039,1.0516837156164298,0.27308431821454254,3.851131850017833,0.0001175731742586904,0.0006989047330319052
HCAR3,41.360106487132136,1.9277583672443241,0.5008880577167335,3.848681032707964,0.00011875551853997185,0.0007056662955419416
MRPL15,4.941156696557713,-1.4367117717600713,0.3733783040412096,-3.84787159888514,0.00011914846918588064,0.0007077338046881758
PDCL3,3.78516362981187,-1.4758942624916047,0.3835982909020812,-3.8474995783241046,0.00011932948256311623,0.0007085413347204971
PRKXP1,3.4540010784540396,2.481777669496337,0.6451397688874364,3.846883712929743,0.00011962971314609636,0.0007100558625126739
C11orf52,4.941783772869969,-1.31433321564358,0.34168049299199754,-3.8466732593785005,0.00011973247113082656,0.0007103976013547117
PPP6R1,51.3407832250104,-0.9935867226230354,0.25832546994935,-3.8462592280112693,0.00011993487285988236,0.0007113300663809621
GABRA2,3.090142015268464,1.5980525558475243,0.41552880191357944,3.845828612813903,0.00012014572391658234,0.0007123119219986517
SLFN12,7.203423348482174,1.4638563688447015,0.3807159665677666,3.8450091338213905,0.00012054794822728444,0.0007144272106964166
PCNX1,102.02391293308374,1.0724066599994109,0.27892446941452803,3.8447923276521028,0.00012065457523805844,0.0007147897085410675
LMAN1,33.92954945227898,-0.8760767573365957,0.22797516483023145,-3.842860506270464,0.00012160859450230637,0.0007196281262174494
MTIF3,10.61570027882076,-1.052992598343286,0.2740079186084662,-3.8429276193580453,0.00012157533216946736,0.0007196281262174494
LSM11,3.4419305689118644,1.8856599076293619,0.490681349115304,3.8429418828109063,0.00012156826407656995,0.0007196281262174494
NIN,116.29770171743718,-0.88106617142203,0.22928271038781778,-3.8427065430784557,0.00012168493357438251,0.0007198089580850325
PPP1R37,9.435061576601537,-1.2123183546559195,0.31556365645235745,-3.841755315821518,0.00012215758028050202,0.000722333070609377
SNCA,8.328947923715,-1.3726876388877125,0.3573769637638392,-3.8410076140072866,0.00012253031342067617,0.0007242647059824403
APOL4,47.27485596615019,1.0775170654548414,0.28060899844670156,3.839923421627206,0.00012307269378886314,0.0007271972808877472
BEX3,2.1110340809928156,-2.046220841256746,0.5330399509137138,-3.8387757573315167,0.00012364929227175233,0.0007303297604766198
DRC7,12.548957463845808,-1.278945676149724,0.3331962535392165,-3.8384155360834353,0.00012383079562919017,0.0007311271497100102
AKAP8,12.056031992364597,-1.060692130801618,0.27637588852885747,-3.8378605906892163,0.000124110905501089,0.0007325059186162246
GASK1B,5.620302279485486,1.7328683198934443,0.4516486259932124,3.8367620760114667,0.00012466714543405146,0.0007355127683525669
RRAS2,11.185066537185591,-1.166724001924662,0.3041189993357427,-3.8364061583558504,0.0001248478700753851,0.0007362552887392258
MCTP1,21.36702551470197,1.346035363374582,0.3508653893023103,3.8363298416271547,0.00012488665363273645,0.0007362552887392258
NAA20,12.337070316586212,-1.0294192076484208,0.26834751954073777,-3.836142064626555,0.00012498212877223508,0.0007365419830156867
TECPR1,5.8416820344006215,-1.4334502391056303,0.3737465513185789,-3.8353537552344323,0.00012538369557781612,0.0007386316394042723
ZNF670-ZNF695,14.078166014000304,1.616977469039019,0.4216435353185584,3.834939548681487,0.0001255951805352863,0.000739600383354422
AC092474.1,4.853288552651606,2.047525385172204,0.5342404455039921,3.832591490224235,0.00012680041827546637,0.0007464181866511261
CCM2,10.718047097802073,-1.3752959530438973,0.35899026033540177,-3.8310118824922132,0.00012761734147824524,0.0007509459057119947
ALS2CL,7.969670973722146,-1.472453456002714,0.38453641389260623,-3.829165204661066,0.00012857867391746923,0.0007563196745246423
NKG7,2.5190304162991795,2.4609711184025636,0.6428519425813817,3.828208262886314,0.0001290795135439352,0.0007589817469900124
KIF3A,32.544257019838184,-0.9835899876189684,0.25694889536589377,-3.827959587910825,0.000129209964509851,0.000759464774575098
COA5,4.911373281098377,-1.4126661104005946,0.3690600158482587,-3.8277408815302847,0.0001293247971018394,0.0007598556744515026
PYCARD,6.283858729214564,-1.3375593682575797,0.34948932085774,-3.827182372768508,0.0001296184807485864,0.000761296739936505
TMEM230,16.386939577604196,-1.0481037230202084,0.2738881831705151,-3.8267577333472924,0.00012984219163297646,0.0007623259070370758
CCAR2,23.88255116367685,-1.1225098293437759,0.29340788943367724,-3.8257656653691003,0.00013036625720872763,0.0007651170817815694
TAB1,4.461499205123194,-1.643904377440492,0.4297126697305023,-3.8255897329522064,0.00013045940235055262,0.0007653780534170668
EIF5,133.21875634846748,-0.6854624029282077,0.17918803921463172,-3.8253803430884123,0.00013057034284311337,0.0007657431930332978
RABL2B,35.52941885578877,-1.0846501558118833,0.28355425509660465,-3.8251944251104666,0.00013066892179392091,0.0007660355918589928
SEC11C,4.230426508350373,-1.3895244997591072,0.3634458369487244,-3.823195531484775,0.0001317332314927467,0.0007719871780694955
AL391987.2,5.460036526622886,1.7481871445415433,0.45734399161599454,3.822477558663098,0.0001321175056730791,0.0007739506489187119
ARL4D,1.555469794952546,-2.0583850335675553,0.5385099549705782,-3.822371368566467,0.00013217443043303626,0.0007739957429045174
GTF2IRD2B,16.60544957070704,-1.078364708597262,0.2821979205737453,-3.821306359752069,0.00013274662367625497,0.000777057023105643
GPD1L,28.72397411193813,-0.9546126195276134,0.24987253103492008,-3.8203984070350048,0.0001332362782686875,0.0007796330492067635
SDHAP1,12.608991881199083,-1.0275322417521802,0.26897785003940117,-3.820137017236409,0.00013337755972478159,0.0007801694090597994
POLR3F,5.980955170929949,-1.1929556474255314,0.3123357659093843,-3.819465388320705,0.00013374122342738325,0.0007820056734655065
SORD2P,21.315070912929283,-1.0506649994920616,0.2751039780741297,-3.819155967308291,0.00013390907830845494,0.0007826960736965937
PIN1,8.644390921665009,-1.4289557400718904,0.37417273251938266,-3.818973473696052,0.00013400817057946588,0.0007829136260395931
EIF1,128.34301170521272,-0.769948159405809,0.20161495288305892,-3.81890404652871,0.00013404588699984638,0.0007829136260395931
ECH1,15.465740704590326,-1.2508095015960974,0.3275720776867763,-3.8184252773587084,0.0001343062515428133,0.0007841430349081521
TACC2,61.3748741839385,-0.8283063569405492,0.21696360861875616,-3.817720226049667,0.00013469054059821504,0.0007860947920659744
CABCOCO1,3.232544782608517,-2.1721556511627926,0.5694408090117077,-3.8145415937657767,0.00013643595687321352,0.0007956908567943383
PRSS12,35.91545902261476,-1.0964673800101816,0.28744095636821515,-3.8145829803237725,0.00013641309484566824,0.0007956908567943383
USP15,124.91292029795436,1.0064385316470614,0.26394049780985634,3.8131265948134385,0.0001372197803804337,0.0007999653714948309
ALPK2,3.5940148254088964,2.1786754731034224,0.5715736545948917,3.811714300666253,0.00013800633402894055,0.0008042526278491596
SPP1,4.881927434221832,2.1766650942703185,0.5711780918170338,3.810834353512936,0.0001384985512952329,0.0008068220533586318
SLC26A8,4.825894762176553,2.0325125200086145,0.5335886871255204,3.8091372044596774,0.00013945256193593223,0.0008120787523402454
GPANK1,4.409344856155752,-1.5248115809289557,0.40035799608438966,-3.8086202744594306,0.0001397443690220864,0.0008131756899090542
EEF1A1P38,2.01705195058763,-2.5678090400915017,0.6741943338575497,-3.8087075359996327,0.00013969506954977407,0.0008131756899090542
COA6,3.8779348817163415,-1.3624322599748298,0.3577392645373312,-3.8084504415160607,0.0001398403652044743,0.0008134332453236956
NPRL3,15.181226026767574,-1.2328035498839298,0.3238305711876454,-3.806939985198541,0.00014069687081803077,0.0008181127588283646
CITED4,3.32250447827517,-1.7648138271257605,0.463664350162847,-3.8062314398463615,0.0001411003524172577,0.0008201555789488143
VEGFB,7.84471552954362,-1.3275956687130013,0.34884961343777654,-3.805638927416502,0.00014143859544836455,0.0008218178256595107
HNRNPAB,17.196687806774023,-0.9194352126098162,0.24162273118642547,-3.8052513027030574,0.00014166028885741257,0.000822194433999667
ZNF574,8.309321206901604,-1.3396623678946828,0.3520539734775003,-3.805275522562169,0.0001416464272629464,0.000822194433999667
RAD50,20.945832947834937,-1.1102330490835992,0.29175355378902346,-3.8053796934602038,0.00014158682237214664,0.000822194433999667
TMEM115,2.530652228656532,-1.9210456290142555,0.504951545032727,-3.804415785854756,0.00014213925776387486,0.0008246699445835441
HTN3,5.622735361759531,1.534872760272795,0.40358251265301437,3.803120086108446,0.0001428850490516289,0.0008286911199700336
CD101,3.6220894829441974,2.0897361123130374,0.5495676924867394,3.8025090282457987,0.00014323804497695056,0.0008304320727037588
CTIF,4.033792186941027,-1.506205564270187,0.3961235958369292,-3.802362646657992,0.0001433227285480143,0.0008306167567122849
AC011479.2,1.3805295956291517,-2.1907255247902415,0.5761831309279046,-3.802134091052308,0.0001434550450980487,0.0008310772564762785
OR11A1,3.4810530357075047,2.2927144017462857,0.6030258228564546,3.802016953247536,0.00014352290367957834,0.0008311641305907956
PIGQ,10.683299222601123,-1.457458281481328,0.38338102427287324,-3.8015921216903403,0.00014376926467253053,0.0008322842961878489
MEX3D,2.4763718856725476,-1.680441067436904,0.44205912791254703,-3.8013943414586544,0.00014388409378293383,0.0008326424757265619
PDK4,10.659051776867615,-1.2423830264330866,0.3269012104980684,-3.8004846312443603,0.0001444133750591043,0.0008353979014180635
NBN,75.20904916241963,0.9733468261853468,0.25612146675730424,3.8003328596726784,0.0001445018560021102,0.0008356023103792494
E2F4,15.408254167576912,-1.1615117264783743,0.3057045181257036,-3.79945881598246,0.00014501240699879103,0.0008382463511919086
IDH2,30.171620603835247,-0.9990447628565053,0.2629528632642299,-3.7993302314894697,0.00014508765962353574,0.0008383731246824154
SIX1,22.73846470092873,-0.9787031712886791,0.2576509645445617,-3.7985620314625628,0.00014553800669374564,0.0008406664508617791
TARBP2,2.888460072722809,-1.74440371022648,0.4594267983673594,-3.7969132763379823,0.00014650901557519347,0.0008456539103850099
FCGR3B,60.342538538461696,1.6325861806311655,0.4299767981217689,3.796916921477282,0.00014650686211406815,0.0008456539103850099
TAGAP,64.94376231991387,1.6112978116554957,0.4244928140626172,3.795818817837073,0.00014715694515300397,0.0008490820728956628
MTSS1,32.19472470342921,-0.9786443354230647,0.25783399341819413,-3.7956373496327593,0.00014726463642677714,0.000849391738275208
NT5C,1.940457181734225,-2.2425415445817745,0.5908805128310916,-3.7952538557026756,0.00014749246287340125,0.0008503938370951551
KANTR,6.777545227324842,1.9291382722739039,0.5084199675551037,3.79437944097823,0.00014801317764692973,0.0008530832815772273
