,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AC106872.1,0.02589398026529601,0.11070026945897397,4.207324806262259,0.026311320032673894,0.9790090259575692,
AC106872.10,0.04049000441756844,0.02676496499051244,4.620091504850421,0.005793167724581458,0.9953777467688428,
AC106872.11,0.006055022202257023,0.026764964630363746,4.620091504851396,0.005793167646627518,0.9953777468310401,
AC106872.2,0.020109871827795698,0.05825494006315587,4.620006970866311,0.012609275360515813,0.989939520459993,
AC106872.3,0.003586773386571518,0.03389454538342107,4.620072211473999,0.0073363670159188425,0.994146478533975,
AC106872.4,0.005673095793382218,0.034623300820009514,4.62007024449734,0.00749410701303666,0.9940206236859426,
AC106872.5,0.10090757130157496,0.2831967356722848,3.1492433291877178,0.08992532683885356,0.9283465547780835,
AC106872.6,0.004154241882268068,0.018916293698946166,4.620112849414546,0.004094335856177887,0.9967332017608256,
AC106872.7,0.008466299188716915,0.046391376306707116,4.620038612088353,0.010041339521562408,0.9919883048607251,
AC106872.8,0.1315549946758945,0.1506923389079329,3.7906567322307723,0.039753623066589736,0.968289550410151,
AC106883.1,0.0326494765518303,0.1617833703744536,4.619741132931755,0.03502000777082146,0.9720637867635257,
AC106886.1,0.08572193594672253,0.20064841855952292,3.863479993118365,0.05193463378014591,0.9585807777360346,
AC106901.1,0.005905145255324633,0.018853042764389146,4.620113021875759,0.004080645359782744,0.9967441251052772,
AC107015.1,0.002331614068100163,0.01109707998776778,4.620134224085664,0.0024018955834478857,0.9980835664399901,
AC107016.1,0.017627532985067293,0.14054863308289958,4.619794224209512,0.03042313710562481,0.9757295926524249,
AC107016.2,0.0,,,,,
AC107027.2,0.0,,,,,
AC107032.1,0.08133138984363911,0.29166720441381283,3.2809021418847486,0.0888984772481698,0.9291625937420894,
AC107058.1,0.08636252806232168,0.12979054636201595,3.3855804526671234,0.03833627591385943,0.9694195680372256,
AC107075.1,0.08795790316692605,-0.6206492005954316,2.268464258999962,-0.2735988447395864,0.7843929218980666,
AC107081.1,0.06800737332005784,0.22757631502062967,2.4141835664441738,0.09426636738971117,0.9248975658494363,
AC107081.3,0.3792294185894081,-0.5250750880108207,0.8619863391010941,-0.6091454866423813,0.5424280097885652,
AC107083.1,0.0,,,,,
AC107222.1,0.012060204512098186,0.07401454035092779,4.619965320225072,0.01602058353704742,0.9872179705137667,
AC107297.1,0.0,,,,,
AC107302.1,0.04351903148407742,0.18606301923235802,4.619681381008804,0.040276158437517015,0.9678729611630701,
AC107304.1,0.0,,,,,
AC107385.1,0.002108985357223926,0.011097079976709315,4.620134224085699,0.00240189558105433,0.9980835664418999,
AC107393.1,0.051205891653999136,0.048578399903386554,4.618524492273383,0.010518164401781648,0.9916078737554315,
AC107398.1,0.12209892409367679,0.06064156259330448,3.2106883395249626,0.018887402382467527,0.9849309291922568,
AC107399.1,0.0,,,,,
AC107401.1,0.33432247488317396,0.1216153862751866,4.619842119667551,0.026324576278796773,0.9789984526658005,
AC107421.1,0.0,,,,,
AC107613.1,0.0203275326439073,0.10752196720946787,4.619878232529107,0.023273766492890015,0.9814318973505339,
AC107626.1,0.0,,,,,
AC107890.1,0.033200850412561,0.04012882723461722,4.618421011004378,0.008688862955326438,0.9930673776283915,
AC107911.1,0.0,,,,,
AC107918.1,0.017462192350223376,-0.3195666438993083,4.613200716526182,-0.06927221760685655,0.9447729397382953,
AC107918.2,0.0,,,,,
AC107918.3,0.0011049920102289034,0.011097079908240793,4.620134224085879,0.00240189556623464,0.9980835664537242,
AC107934.1,0.0,,,,,
AC107934.2,0.0031551767653438746,0.011097080021616527,4.620134224085571,0.00240189559077429,0.9980835664341445,
AC107952.1,0.006640814560222059,0.01891629355513181,4.620112849414939,0.004094335825049651,0.996733201785662,
AC107953.1,0.0008880208741566782,0.011097079886460689,4.620134224085938,0.002401895561520438,0.9980835664574856,
AC107954.1,0.005588462277659961,0.054860260121978144,4.620015999483737,0.01187447405552459,0.9905257631334812,
AC107956.1,0.024812252233952056,0.1477463003172646,3.969678127563976,0.037218710326000735,0.9703106202645319,
AC107956.2,0.01140896775503897,0.07782937365177449,4.6199553427168345,0.016846347611231615,0.9865591950868776,
AC107958.1,0.0,,,,,
AC107982.1,0.17299306454677127,-0.46014475312865843,2.3297678970961813,-0.1975066931354759,0.8434310442374898,
AC107983.1,0.0,,,,,
AC107990.1,0.0,,,,,
AC108019.1,0.0,,,,,
AC108022.2,0.006466425963560252,-0.10531103141716738,4.617196580819162,-0.02280843571933937,0.981803079045231,
AC108032.1,0.0,,,,,
AC108039.1,0.22913832243173293,0.03244348378897644,3.270496134292932,0.009920049575594619,0.9920850754159503,
AC108039.2,0.01758134409082049,-0.3724655112731249,4.6118781428918565,-0.08076221871716066,0.9356310549765194,
AC108043.1,0.0023220439525463888,0.0003073029668470788,4.619837664643966,6.651813097219761e-05,0.999946926210323,
AC108059.2,0.0,,,,,
AC108059.3,0.0,,,,,
AC108064.1,0.002001232075423984,0.015008010343159742,4.6201235193466745,0.003248400238719592,0.9974081561604524,
AC108073.1,0.026701297744424975,-0.03063235135483402,4.618614742662195,-0.006632367725301411,0.9947081749868424,
AC108073.2,0.10249351363408848,0.05037516920446615,4.6200279592841,0.01090365029138743,0.9913003181600506,
AC108078.1,0.04894023142429727,0.16985752377152818,4.6013238531193235,0.03691492474635937,0.9705528396316985,
AC108078.2,0.0,,,,,
AC108078.3,0.0029316770135090985,0.026764964230311182,4.620091504852485,0.005793167560036403,0.9953777469001286,
AC108081.1,0.0,,,,,
AC108082.1,0.20589112732717707,0.03462330135803805,4.620070244495886,0.007494107129493643,0.9940206235930259,
AC108103.1,0.0,,,,,
AC108114.1,0.0036386843813640025,0.037221458598932486,4.620063239531226,0.008056482491505713,0.9935719265434553,
AC108120.1,0.014081115376684513,0.08626552045806474,4.619933280312508,0.018672460233501345,0.9851023979740825,
AC108120.2,0.0,,,,,
AC108120.3,0.031044017162458998,0.15508383009209414,4.61975779027537,0.03356968852751262,0.9732202936896165,
AC108157.1,0.0005878514567912238,0.008858252509866814,4.620140364499558,0.0019173124214866397,0.9984702069579356,
AC108161.1,0.0007611284356103655,0.010487804269390342,4.620135894242995,0.00227002073303923,0.998188787059934,
AC108210.2,0.0,,,,,
AC108359.1,0.12075781007817918,0.517151845547594,2.3171076942653084,0.2231885237045785,0.8233887834419176,
AC108448.2,0.02247795928150277,0.0005872260488940975,4.618524193090548,0.00012714582068718087,0.9998985523129764,
AC108463.1,0.04357247346936738,0.15555986787365367,4.619756643621377,0.033672740768377785,0.9731381163568946,
AC108467.2,0.0011078072389474952,0.013757419907238751,4.620126939375913,0.0029777147008642805,0.9976241309247585,
AC108471.1,0.04525632330678339,-0.5805920803453098,3.5610169622048757,-0.16304108812383317,0.8704860838331068,
AC108475.1,0.2787469323449028,-0.7024931687704599,1.2690952892152623,-0.5535385520222381,0.5798946895255847,
AC108667.2,0.0,,,,,
AC108673.1,0.09337996344272528,-0.40837574135898114,2.6071308716981227,-0.15663799074765686,0.8755301598150643,
AC108676.2,0.0,,,,,
AC108688.1,0.17110931825053485,-0.6022064661956839,1.3741938819175066,-0.43822525636294063,0.6612230018068546,
AC108693.1,0.22720442826620063,0.7636668179170708,1.5146926776239862,0.5041727798638284,0.6141399667190637,
AC108706.1,0.016602036400555145,0.042495419983934204,4.620049057155157,0.009198045184849445,0.9926611252406572,
AC108724.1,0.12397104977615869,0.09774354397394218,4.619903420090643,0.021157053532522643,0.9831203729227312,
AC108724.2,0.0,,,,,
AC108725.1,0.0,,,,,
AC108729.1,0.2219729804220509,-0.3287086462646615,1.063206283857158,-0.30916732834963523,0.7571942454268024,
AC108729.2,0.3432305848736866,-0.7665205613255095,1.4566164844040597,-0.526233617106917,0.5987258994749851,
AC108729.3,0.0,,,,,
AC108734.1,0.0066328313497653535,0.03462330113666064,4.6200702444964845,0.007494107081576213,0.9940206236312574,
AC108734.2,0.05054238237361718,0.055002283656890076,3.1217771149237468,0.01761890155256442,0.9859428777586488,
AC108734.3,0.1777094635830239,0.29986618140677845,2.6669519202116696,0.11243779054816211,0.910476292766391,
AC108738.1,0.0,,,,,
AC108740.1,0.0,,,,,
AC108751.1,0.022299793507970626,0.08982057759822668,4.6199239802785295,0.019442003370975708,0.9844885028877076,
AC108751.2,0.0,,,,,
AC108751.3,0.031582495702709046,0.06613473131762945,4.619986091358904,0.014314920004050671,0.9885787364093596,
AC108751.5,0.089730046129006,-0.5830699356273408,1.8299344965192297,-0.3186288562439883,0.750007968968497,
AC108860.1,0.0929159183766904,0.005617428883258529,3.174933326775369,0.0017693060940476152,0.998588298720767,
AC108938.1,0.0,,,,,
AC108941.1,0.0047170614576906265,0.011097080067579987,4.620134224085442,0.0024018956007228684,0.9980835664262067,
AC109309.2,0.002822778918821833,0.018916293448554236,4.620112849415231,0.004094335801981217,0.9967332018040679,
AC109315.1,0.0,0.0,0.0,0.0,,
AC109329.1,0.0,,,,,
AC109445.1,0.0018995058260971357,0.011097079965279432,4.620134224085726,0.002401895578580387,0.9980835664438737,
AC109446.1,0.0,,,,,
AC109446.2,0.022389251931829276,-0.01940608543205821,4.618577399951309,-0.00420174520237829,0.996647502239134,
AC109454.1,0.14967461806012658,0.28985638024503524,1.8226590717301914,0.1590294009125272,0.8736457100125765,
AC109458.1,0.0,,,,,
AC109460.3,0.021977930518584675,0.149083811594716,4.619772810617188,0.03227081021215822,0.9742560871520697,
AC109479.2,0.0,,,,,
AC109481.2,0.0017974661279501558,-0.06225698225825389,4.618693803348976,-0.0134793482549356,0.9892453618121282,
AC109486.1,0.05038996368938955,0.15457262986826348,4.249243299974112,0.036376507287592875,0.9709821462475824,
AC109583.1,0.18872060986626651,-0.9033161002470258,1.6373247164911962,-0.5517024760872368,0.5811522132432566,
AC109583.2,0.0,,,,,
AC109583.3,0.0,,,,,
AC109631.1,0.10750623586971186,0.094322366788671,2.114290766844273,0.04461182362795526,0.9644167181517056,
AC109635.1,0.0,,,,,
AC109635.2,0.0,,,,,
AC109635.3,0.0844939225081993,0.04105142212000809,3.833004745696755,0.010709984683973005,0.9914548319350366,
AC109635.4,0.08986360219683026,0.14461380286803208,4.361021338384466,0.03316053549089123,0.9735465689179146,
AC109635.5,0.04589384978184084,-0.21820602888618573,3.376199134563143,-0.0646306749659244,0.9484680606700046,
AC109638.1,0.0,,,,,
AC109780.1,0.2630301510954276,0.3770302850521731,2.809056696581351,0.1342195355156137,0.8932289785754004,
AC109780.2,0.0976910878469518,0.21058046558118926,4.61962201149743,0.04558391683499026,0.9636418883527479,
AC109810.1,0.0,,,,,
AC109811.2,0.0,,,,,
AC109925.1,0.0,,,,,
AC110048.1,0.13822822927765538,0.3603278329086528,2.5317285795326576,0.1423248273221955,0.886823436774264,
AC110053.1,0.3676229859679815,0.7092031434384671,1.3363168379680668,0.5307148149961533,0.5956164181290636,
AC110056.1,0.09047720583624895,-0.4051116441351856,1.8196538872594747,-0.22263115363400887,0.8238225878048707,
AC110275.1,0.4707205167484831,-0.242149862135778,1.3007140850569576,-0.18616686396932067,0.8523139083947313,
AC110588.1,0.0,,,,,
AC110602.1,0.08433732843362941,0.31414947890949657,3.656383029741775,0.08591809893934518,0.9315315238391709,
AC110620.1,0.0,,,,,
AC110741.2,0.0,,,,,
AC110741.3,0.006176396668838481,-0.04015607254824041,4.618633368213916,-0.008694362454617017,0.9930629898285548,
AC110749.1,0.03904966701520754,0.1618203237159443,4.619741080620792,0.03502800717441922,0.972057408076407,
AC110753.1,0.025095794762305865,0.08190307721336844,4.619944634142649,0.017728151244082536,0.9858557227292111,
AC110754.1,0.03303572482504597,0.12921703370652338,4.619822841203966,0.027970127459010587,0.9776859766556832,
AC110760.2,0.1032386963608235,0.16021131699846247,2.2595802391707496,0.0709031324584689,0.9434748503111619,
AC110768.1,0.007214471018263917,0.053399784967906296,4.620019890050922,0.011558345253642993,0.9907779801106344,
AC110768.2,0.008812741779693628,0.05057224335874199,4.620027433027881,0.010946308023456449,0.9912662842453589,
AC110775.1,0.0,,,,,
AC110792.1,0.0,,,,,
AC110794.1,0.008406369462587725,0.019946091462092877,4.620110042560426,0.004317232983273039,0.9965553571577571,
AC110994.2,0.05352597082931492,-0.33360425031198515,2.4542724846599415,-0.1359279592617071,0.891878232310083,
AC110994.3,0.034027659011736544,-0.0996120367974138,3.5242983901238967,-0.028264359532256273,0.9774513062091384,
AC111000.1,0.05168679250660513,0.06399940296074215,4.61999173872128,0.013852709394336683,0.9889474905416955,
AC111000.2,0.03446534666148822,0.20518113742797245,4.619635003365112,0.04441501055354178,0.9645735967647584,
AC111000.3,0.0,,,,,
AC111000.5,0.30998405439861837,0.18077153741563665,4.4804270159594815,0.04034694388988379,0.9678165284143471,
AC111000.6,0.0,,,,,
AC111152.1,0.010898708276814668,0.04249542069601181,4.620049057153246,0.009198045338980963,0.9926611251176832,
AC111152.3,0.02391865685939908,0.028382298025005217,4.618451381993094,0.006145414485830707,0.9950966995251459,
AC111186.2,0.0,,,,,
AC111188.1,0.0709935358329362,0.1845807919455664,2.7015137749712967,0.068324949387877,0.9455269637934305,
AC111188.2,0.0,,,,,
AC111193.1,0.0,,,,,
AC111200.1,0.6423842809145476,-0.15843707847659463,0.7568349507003179,-0.2093416514789505,0.8341815388448712,
AC112173.1,0.0,,,,,
AC112184.1,0.0,,,,,
AC112187.1,0.029460647467831443,0.009909581049713302,4.6186251054507395,0.0021455694765133374,0.9982880845540183,
AC112187.2,0.0,,,,,
AC112191.1,0.6540739728789944,0.21153735299726376,1.0063290889432506,0.21020693461161874,0.833506167442764,
AC112191.2,0.1316582506929216,-0.1673399762920587,2.3298851911189646,-0.07182327134827232,0.9427425527872662,
AC112191.3,0.0,,,,,
AC112198.1,0.03406337478078083,0.11538501880746146,4.610404628754365,0.025027091567586788,0.9800333544272659,
AC112198.4,0.002306720833546454,0.011097079986581725,4.620134224085667,0.00240189558319117,0.9980835664401949,
AC112203.1,0.021880979083993203,0.13218137269379018,4.619815334276637,0.028611830371892334,0.9771741766757417,
AC112204.1,0.0,,,,,
AC112206.1,0.0014701574739834928,0.011097079937824796,4.620134224085798,0.00240189557263796,0.9980835664486152,
AC112206.3,0.0022893198306307805,-0.16271371695656484,4.616572509476678,-0.03524556727367629,0.9718839273546778,
AC112206.4,0.0004578113977605804,0.007631053395503194,4.620143734178967,0.0016516917729312347,0.9986821412343784,
AC112220.1,0.006265331494552417,0.018916293547756365,4.6201128494149595,0.004094335823453255,0.9967332017869358,
AC112225.1,0.0018583804982594788,0.011097079962911602,4.620134224085734,0.0024018955780678803,0.9980835664442828,
AC112229.1,0.5254902734297515,-0.7204847944296254,0.8834227004137689,-0.8155606530058281,0.4147514613342178,
AC112229.3,0.11360446639427453,0.4094368453117287,1.636339110901537,0.25021515563858304,0.8024209654590804,
AC112230.1,0.06660982812626488,0.19855054570944194,3.7828645967788534,0.052486823313345574,0.9581407943359207,
AC112240.1,0.0,,,,,
AC112247.1,0.0054335603875137455,0.032431856481070755,4.620076162260202,0.007019766631986574,0.9943990825834532,
AC112249.1,0.00437154419293152,0.043961899812845553,4.620045122365524,0.009515469794878646,0.9924078681325939,
AC112250.1,0.0,,,,,
AC112482.2,0.03207541095167314,0.08982057843657792,4.6199239802763445,0.019442003552449197,0.9844885027429401,
AC112484.2,0.04241178476448133,-0.05529982440459854,3.0463469699948833,-0.018152831883326614,0.9855169311327604,
AC112487.2,0.0,,,,,
AC112492.1,0.03171627228256807,0.15537011065093564,4.619757116351294,0.033631662171375726,0.9731708737815561,
AC112492.2,0.007935261197145622,0.06616547271579098,4.619986010114345,0.014321574258220187,0.9885734276269046,
AC112492.3,0.015255355225972793,0.0747185850803469,4.619963469624902,0.016172981793384906,0.9870963900502187,
AC112492.4,0.0,,,,,
AC112492.5,0.010124306578062877,0.013940981521233122,4.61980051438927,0.003017658766392881,0.9975922603147767,
AC112497.2,0.2634711365295075,0.07683649161986433,1.3731173925045472,0.05595770036800395,0.9553755045471175,
AC112498.1,0.007167357268776794,0.026764964672205648,4.620091504851288,0.005793167655684162,0.9953777468238141,
AC112518.1,0.09241880681694453,0.03178832549849581,2.4236041216845887,0.013116137744641446,0.9895351362474858,
AC112653.1,0.0010607719770037748,0.011097079904106811,4.620134224085895,0.0024018955653398563,0.9980835664544382,
AC112656.1,0.04597576109787075,0.09219477153257696,4.6199178079131595,0.019955933279735515,0.9840785257060918,
AC112673.1,0.024271162509935003,-0.18116109554779355,4.6143063684188,-0.039260742803662735,0.968682505173261,
AC112693.2,0.0,,,,,
AC112694.1,0.30037613310687955,-0.12056703915705792,1.045737229279124,-0.11529381930886258,0.9082122371720927,
AC112698.1,0.05052882746986196,0.13768117007479017,4.619801406049681,0.02980240014094441,0.976224644582723,
AC112719.1,0.024921656834720543,0.21257165622186544,4.619617271254935,0.0460149929615532,0.963298299912375,
AC112771.1,0.0,,,,,
AC112777.1,0.31501430185213347,0.32628696763285475,1.6993777974666013,0.19200378404335805,0.8477392413370313,
AC112778.1,0.03206564772438552,0.08982057842910714,4.6199239802763605,0.01944200355083205,0.98448850274423,
AC112907.2,0.006114281673221944,-0.27477286478093266,4.614366656811077,-0.05954725430744688,0.9525162287302447,
AC113174.1,0.0,,,,,
AC113191.1,0.19092700883804756,-0.251778281748266,1.2969251877107304,-0.19413477672732446,0.8460703517094162,
AC113192.2,0.09517698613926913,0.08996687775358848,4.61992359965096,0.019473672196740566,0.9844632396034586,
AC113208.3,0.33354065743592065,1.0719948837134434,1.6251918753520618,0.659611274195682,0.5095033174196255,
AC113208.4,0.9228677032491437,1.512855627045935,1.027522168272499,1.4723338082227393,0.14093075798271953,
AC113340.1,0.1203353846723196,0.1250490191324826,3.625416450747915,0.034492318560171285,0.9724845676062487,
AC113347.1,0.0,,,,,
AC113347.2,0.0,,,,,
AC113347.3,0.0,,,,,
AC113352.1,0.045239154159428446,0.06448998824314796,4.61835877145033,0.013963832485646364,0.9888588357179456,
AC113367.1,0.005315765645018487,-0.007923812627429005,4.619228333507816,-0.001715397476662884,0.9986313115089783,
AC113367.2,0.0,,,,,
AC113367.3,0.1553090557341517,0.33474407031754283,3.1385687135098785,0.1066550077035582,0.9150626775815337,
AC113368.1,0.012437147431579967,0.04249542021860163,4.620049057154531,0.009198045235643966,0.9926611252001307,
AC113385.2,0.030372784991793102,-0.19039289371793097,4.61433051762761,-0.04126121719946032,0.9670876509149596,
AC113385.3,0.05997811922535706,-0.147192467287455,3.8502810218944483,-0.03822901924572562,0.9695050837894863,
AC113398.1,0.030752372123117204,-0.18952303986576205,4.615852108279235,-0.04105916641606076,0.9672487276124914,
AC113403.1,0.0,,,,,
AC113404.2,0.0,,,,,
AC113404.3,0.3218531883915363,-0.7890732165489966,2.1900907836054904,-0.3602924693605466,0.7186284302895487,
AC113410.2,0.0,,,,,
AC113420.1,0.11613137004570444,0.4696058797280639,1.6896462906897989,0.27793147140656704,0.7810649645988117,
AC113430.1,0.0118049316347593,-0.048310800962552435,4.61785068191138,-0.010461750344546885,0.9916528831842364,
AC113554.1,0.2012570379792957,0.5352065868115785,1.287251079603411,0.41577482069501953,0.6775747853943537,
AC113608.1,0.0,,,,,
AC113618.1,0.0,,,,,
AC113935.1,0.230418098742727,-0.0862590820724114,2.4440249874397946,-0.03529386258966646,0.9718454172275344,
AC114300.1,0.0,,,,,
AC114322.1,0.044876586016083804,0.15772635142500235,4.619751211238544,0.03414174145163897,0.9727641230082091,
AC114324.1,0.6652790114469107,0.7956900258217462,1.3497936162606659,0.5894901385191366,0.5555325255074055,
AC114324.2,0.26275559849818086,0.08570605125086336,4.619934700082079,0.018551355552566724,0.9851990087945883,
AC114402.1,0.0368962241210952,0.16441992065360472,4.619734597805522,0.03559077197458657,0.9716086665590309,
AC114402.2,0.28669081432726773,0.9968073631861577,1.2680512659299947,0.7860938985421023,0.43181247858925265,
AC114477.1,0.006110078820645679,0.03310495607541439,4.620074343715117,0.007165459603577261,0.9942828393347607,
AC114482.1,0.0,,,,,
AC114491.1,0.0,,,,,
AC114492.1,0.0011789781855146917,0.011097079914852025,4.620134224085867,0.0024018955676656075,0.9980835664525824,
AC114495.1,0.0003677021344532726,0.006779423485517733,4.620146074213485,0.0014673612861194729,0.9988292155048311,
AC114495.2,0.10717696927562359,0.28321722911500324,2.7423529248789227,0.10327526648580711,0.9177445051225748,
AC114501.1,0.0,,,,,
AC114501.2,0.4069517277023271,0.1778840750901466,1.2602086285741363,0.14115446526613107,0.887747917273516,
AC114689.1,0.13976941568241702,-0.24665677106180078,2.5948011873003645,-0.09505806158444952,0.9242687091841872,
AC114689.2,0.08893286373034118,0.0977435442991269,4.619903420089801,0.021157053602914276,0.9831203728665794,
AC114728.1,0.03507446762496887,-0.1408845533068704,4.6157208065582855,-0.030522763228376687,0.9756501394059965,
AC114737.3,0.0,,,,,
AC114744.1,0.397266290366718,-0.23695427331694927,1.8189859701499052,-0.13026723526483358,0.896355001616527,
AC114755.1,0.06359221135119428,0.28609383763432095,4.1002021020808455,0.06977554532961408,0.9443723117262379,
AC114755.2,0.0008326316099856279,0.01109707988020484,4.620134224085962,0.0024018955601663853,0.998083566458566,
AC114755.3,0.0,,,,,
AC114755.4,0.0,,,,,
AC114760.1,0.27021976993782154,-0.11748961394710639,0.9749159028236458,-0.12051256278292474,0.9040771285121295,
AC114774.1,0.19403999970110203,0.3185815859892881,3.3840683273048957,0.09414159383803268,0.924996679973998,
AC114781.1,0.5098978948516634,0.45903391842052305,1.2905505237196266,0.3556884523183911,0.7220738939498688,
AC114781.3,0.0,,,,,
AC114781.4,0.003930725322810754,-0.022640912169213826,4.618959415955395,-0.004901734380043417,0.9960889974786226,
AC114781.5,0.0,,,,,
AC114786.1,0.04495605924968908,-0.2193160795250047,3.7841975035619235,-0.057955769834574095,0.9537838598307776,
AC114786.2,0.07061708316263851,-0.26589068335288846,3.5187201123426624,-0.07556460157777826,0.9397654997615141,
AC114786.3,0.024718959687081998,-0.0482700236962009,4.617288012313661,-0.010454193796763708,0.9916589121073474,
AC114786.4,0.027872352678095284,0.15374705963580362,4.61976112279549,0.03328030509568184,0.9734510593160217,
AC114797.1,0.020438581414196383,0.12272829005568682,4.619839324856628,0.026565488846193926,0.9788062994501747,
AC114801.1,0.0031326657472762085,0.011097080020803235,4.620134224085573,0.0024018955905982563,0.998083566434285,
AC114801.2,0.014740357885011157,0.11266399898065504,4.619865032046391,0.02438685939938596,0.9805440298900989,
AC114801.3,0.0,,,,,
AC114811.1,0.0,,,,,
AC114812.1,0.1348513475553391,-0.29022514623080153,1.8819545102928037,-0.15421475101735954,0.8774404116929582,
AC114812.3,0.3783004922331151,0.09946147906050508,1.2643055192620365,0.07866886408797759,0.9372960115599803,
AC114812.4,0.16411243098167136,-0.6151638669712923,1.2929523133663987,-0.4757823321183589,0.6342294581751411,
AC114814.2,0.04760057988350745,0.05037516970045004,4.6200279592827656,0.01090365039874575,0.9913003180743961,
AC114878.1,0.031177001765401658,0.24609901094336417,4.619537735728622,0.05327351458566403,0.9575139825254821,
AC114878.2,0.22239058542581705,0.46613521937195773,1.506574699962069,0.30940066853883424,0.7570167619035816,
AC114940.1,0.040098048445345764,-0.37535882153942957,4.611885956861772,-0.08138944133710717,0.9351322458456477,
AC114947.1,0.10702691585184362,-0.359968635915544,1.933675351317973,-0.1861577413551831,0.852321062145819,
AC114964.1,0.041409688991946775,0.1698563059074398,4.619721158795313,0.03676765329960593,0.9706702655282133,
AC114967.1,0.0,,,,,
AC114973.1,0.018693549052370785,0.05037516892303231,4.620027959284848,0.010903650230469616,0.991300318208653,
AC114981.1,0.11775208669050496,0.0467892708499875,4.425727620017962,0.010572108106778971,0.9915648352990694,
AC114982.1,0.0018682414697525271,0.02090296065788492,4.620107436192192,0.004524345147071462,0.9963901071749824,
AC114982.2,0.028397152913616493,-0.17810953877976332,3.4219619952645464,-0.0520489529183079,0.9584896874591624,
AC115115.1,0.0,,,,,
AC115223.1,0.8454899777891051,-1.7348697440732652,1.287521800338922,-1.3474488304715193,0.1778357229159273,
AC115285.1,0.024434479214226562,0.10679613816167839,4.256958895124274,0.025087425270654547,0.9799852302072566,
AC115286.1,0.0027026096665059046,0.018916293616016353,4.620112849414773,0.004094335838227949,0.9967332017751475,
AC115621.1,0.12406972236821856,-0.22827229435074503,2.1291740301976674,-0.10721166570379068,0.9146210608805434,
AC115837.1,0.027645553903486,0.03630020682326254,2.933040528815783,0.012376305907344136,0.9901253886846211,
AC115990.1,0.0,,,,,
AC116036.1,0.0063009177841569924,0.046111609384005346,4.620039361248774,0.009980782798253391,0.9920366197141482,
AC116050.1,0.38118723402284843,0.5384044128185489,2.346347351337773,0.229464922366067,0.8185075811944281,
AC116165.10,0.0,,,,,
AC116165.11,0.0,,,,,
AC116165.12,0.0,,,,,
AC116165.3,0.0,,,,,
AC116165.4,0.0,,,,,
AC116165.5,0.0,,,,,
AC116165.6,0.0,,,,,
AC116165.7,0.0,,,,,
AC116165.8,0.0,,,,,
AC116165.9,0.0,,,,,
AC116337.1,0.054799918825784125,0.07401454232752666,4.619965320219869,0.016020583964903922,0.9872179701724304,
AC116337.2,0.0,,,,,
AC116345.2,0.003462365078903588,0.01891629367763791,4.6201128494146015,0.004094335851565774,0.9967332017645054,
AC116347.1,0.024612270223492914,-0.1388513269703262,4.245586081946203,-0.03270486672282379,0.9739099428852713,
AC116347.2,0.03240902756338598,0.1617833694064346,4.619741132934156,0.0350200075612636,0.9720637869306261,
AC116353.2,0.051072874729218544,-0.12728277874970415,4.614611215370599,-0.027582557404997356,0.977995093547337,
AC116353.3,0.09831946591567962,0.26847671762266606,4.619485580513748,0.058118314895315215,0.9536543858736941,
AC116353.4,0.0,,,,,
AC116353.6,0.6663095337053617,0.038847406444692895,0.9463724417037209,0.04104875071674454,0.9672570311377214,
AC116359.1,0.014412000008350764,0.04039385108140479,4.620054702632298,0.008743154287413568,0.9930240610581244,
AC116533.1,0.013779246639588603,0.05037516923049218,4.620027959284025,0.010903650297020912,0.991300318155556,
AC116553.1,0.11884667453070255,0.039178002558065035,1.4687052030251124,0.026675198315747474,0.9787187949684871,
AC116562.1,0.01657081438023822,0.050375169585266756,4.620027959283077,0.01090365037381372,0.9913003180942879,
AC116562.2,0.0,,,,,
AC116655.1,0.10833172826537912,0.4302545641326324,4.247273958526204,0.10130134489415651,0.9193112486166948,
AC116917.1,0.0,,,,,
AC117372.2,0.011445928923174834,0.04249542066557898,4.620049057153331,0.009198045332393672,0.9926611251229389,
AC117382.1,0.44035521533972827,0.6436684256499886,0.9318409287618461,0.690749253207028,0.4897231313127366,
AC117383.2,0.0,,,,,
AC117392.1,0.13479418607785726,-0.25933221842697624,1.9758263837435204,-0.13125253340105203,0.895575539719768,
AC117394.1,0.037524101404377605,0.05060615332694389,3.918076093947656,0.012916072101079508,0.9896947520138213,
AC117434.1,0.0018583804982594788,0.011097079962911602,4.620134224085734,0.0024018955780678803,0.9980835664442828,
AC117440.1,0.008283548515549877,0.0785416889758233,4.619953435514164,0.017000536925775796,0.9864361874296199,
AC117454.1,0.0,,,,,
AC117457.1,0.5087379486233945,-0.5877554620603187,0.8858660362681997,-0.6634812014424867,0.5070224152015237,
AC117470.1,0.005559048504266396,0.026764964606823767,4.6200915048514615,0.005793167641532302,0.9953777468351054,
AC117482.1,0.006836742944749346,0.018916293844934404,4.620112849414149,0.0040943358877766544,0.9967332017356136,
AC117490.1,0.0,,,,,
AC117498.3,0.0019830850193942487,0.011097079969971897,4.620134224085709,0.002401895579596051,0.9980835664430634,
AC117522.1,0.05147278183179427,0.011097080350782941,4.620134224084665,0.0024018956620208325,0.9980835663772981,
AC117522.3,0.027690876182496164,-0.11527386335498636,4.617116237313895,-0.02496663662555946,0.9800815754244914,
AC117525.1,0.0,,,,,
